cant_registros,costo_total,costo_promedio,duracion_promedio,distancia_promedio,dia,barrio_abordaje,barrio_destino,codigo_postal_abordaje,codigo_postal_destino
243,14900.859999999988,61.3204115226337,32.29218106995885,11.459341563786008,2022-11-01,Brooklyn,Bronx,11234,10467
9473,448859.59,47.38304549773039,27.000633379077374,8.40460572152433,2023-06-01,Manhattan,Bronx,10019,10457
75,4294.910000000003,57.265466666666704,31.346666666666668,14.875733333333336,2022-12-01,Staten Island,Brooklyn,10307,11222
10110,322551.12000000005,31.90416617210683,24.514638971315527,5.602858555885264,2022-03-01,Brooklyn,Manhattan,11210,10256
2597,93707.57999999993,36.08301116673082,28.92337312283404,6.645483249903734,2023-12-01,Bronx,Manhattan,10456,10285
394,31570.320000000007,80.12771573604064,35.86294416243655,15.92464467005076,2022-06-01,Manhattan,Staten Island,10005,10308
11776,276870.7,23.51143851902174,15.829398777173912,2.6775135869565223,2023-04-01,Brooklyn,Brooklyn,11210,11219
487,25659.33000000001,52.688562628336776,31.71252566735113,9.870882956878852,2023-10-01,Bronx,Queens,10468,11358
11,936.33,85.12090909090908,23.363636363636363,21.972727272727276,2023-08-01,Bronx,Staten Island,10452,10303
68872,2748214.480000001,39.90321872459056,16.19801951446161,5.78530041235916,2023-11-01,Queens,Queens,11358,11001
76272,3094865.6100000003,40.57669406859661,16.682019614013004,5.991578429830081,2023-10-01,Queens,Queens,11001,11373
9470,313359.31000000006,33.08968426610349,23.91246040126716,8.001544878563886,2022-01-01,Manhattan,Bronx,10075,10454
66844,2958706.3,44.262855304888994,26.756672251810183,6.362040721680329,2023-12-01,Manhattan,Brooklyn,10279,11208
42273,2951026.669999998,69.80878267452033,31.86584817732359,13.41681640763608,2023-12-01,Queens,Brooklyn,11362,11233
65,4310.990000000001,66.32292307692309,31.861538461538466,12.272615384615383,2022-07-01,Staten Island,Brooklyn,10308,11230
76528,5014265.309999996,65.52196986723808,28.41991166631821,10.991698218952536,2024-01-01,Manhattan,Queens,10060,11367
2142,78855.89,36.814140989729225,29.440242763772176,6.232684407096172,2023-10-01,Bronx,Manhattan,10473,10039
442,23548.62999999999,53.277443438914005,30.581447963800905,8.958619909502257,2023-09-01,Bronx,Queens,10470,11101
2037,74826.70999999998,36.73378006872852,29.21551300932744,6.240324005891017,2023-11-01,Bronx,Manhattan,10465,10039
35,1731.7900000000004,49.47971428571429,16.857142857142858,6.811428571428569,2023-11-01,Brooklyn,Staten Island,11230,10309
367,30401.67000000001,82.83833787465943,34.80653950953678,16.791362397820148,2022-09-01,Manhattan,Staten Island,10211,10303
187140,15330102.84000006,81.91783071497305,31.88457839050978,13.79657913861281,2023-11-01,Queens,Manhattan,11361,10110
65224,2906789.3,44.566253219673726,26.997148288973385,6.341885195633509,2023-11-01,Manhattan,Brooklyn,10014,11239
426,26427.88999999998,62.037300469483526,32.17605633802817,13.577629107981222,2023-11-01,Brooklyn,Bronx,11234,10462
6325,373360.44999999966,59.02932015810272,31.5000790513834,15.924766798418966,2022-09-01,Queens,Bronx,11416,10466
420,37713.13999999999,89.79319047619043,35.57380952380952,25.599261904761907,2022-09-01,Queens,Staten Island,11379,10306
1935,71789.81999999999,37.10068217054263,29.372609819121447,5.748139534883721,2023-09-01,Bronx,Manhattan,10462,10261
48744,1304826.2699999984,26.768961718365304,14.428852781880847,6.121155219103889,2022-01-01,Queens,Queens,11104,11359
9629,193699.6099999999,20.116274794890423,13.819607435870807,2.452114445944542,2022-11-01,Brooklyn,Brooklyn,11242,11210
58838,2654878.13,45.121828240252896,27.509721608484316,6.323875216696693,2023-09-01,Manhattan,Brooklyn,10174,11213
448,23842.309999999987,53.219441964285686,31.558035714285715,9.540267857142862,2023-03-01,Bronx,Queens,10453,11413
24,1611.95,67.16458333333334,27.95833333333333,16.469999999999995,2022-01-01,Brooklyn,Staten Island,11207,10303
96904,5647226.049999984,58.27650097003203,29.46302526211508,14.136259184347391,2022-01-01,Queens,Manhattan,11104,10006
59202,2181278.2400000007,36.84467146380192,15.037971690145604,5.907693996824436,2023-02-01,Queens,Queens,11352,11430
85158,5392077.940000001,63.31851311679469,27.379459357899435,10.74435144085112,2023-02-01,Manhattan,Queens,10258,11428
7149,579186.0099999999,81.01636732410125,31.719960833683032,15.9390040565114,2023-06-01,Queens,Bronx,11420,10469
36,3030.079999999999,84.16888888888886,27.027777777777775,24.13611111111111,2022-07-01,Bronx,Staten Island,10463,10312
2429955,50266096.39000022,20.686019448919925,11.39514929288814,1.9349239800737048,2023-02-01,Manhattan,Manhattan,10276,10170
368,23454.449999999983,63.734918478260816,34.08423913043478,12.97722826086956,2023-02-01,Brooklyn,Bronx,11236,10455
1602,53723.48000000002,33.5352559300874,28.579275905118603,5.534188514357052,2022-09-01,Bronx,Manhattan,10471,10069
1910,41905.33000000001,21.939963350785344,14.719895287958115,2.410842931937173,2022-05-01,Bronx,Bronx,10461,10475
2986,148015.64999999997,49.56987608841258,28.6768251841929,10.143593436034832,2022-12-01,Brooklyn,Queens,11209,11371
7,477.12000000000006,68.16000000000001,19.142857142857142,12.358571428571429,2023-12-01,Staten Island,Manhattan,10312,10022
2930905,48109104.279991515,16.41441953253057,12.174934022085328,2.079954171151916,2022-05-01,Manhattan,Manhattan,10080,10002
74277,2484157.0399999926,33.444498835440214,26.62133634907172,6.467377923179449,2022-09-01,Manhattan,Brooklyn,10152,11233
11226,264074.3900000001,23.523462497773032,16.040352752538748,2.3551728131124174,2023-11-01,Brooklyn,Brooklyn,11201,11203
44031,2206521.8299999926,50.11291658149922,32.83511616815426,13.858654130044748,2022-09-01,Queens,Brooklyn,11354,11220
395,21829.00999999999,55.26331645569618,31.448101265822785,10.222025316455698,2023-06-01,Bronx,Queens,10454,11439
2208,52235.32,23.657300724637683,16.026721014492754,2.218541666666668,2022-09-01,Bronx,Bronx,10460,10457
2005,43699.58,21.795301745635907,15.797007481296758,2.5299102244389027,2022-03-01,Bronx,Bronx,10451,10455
1679,63751.86000000001,37.97013698630138,28.51637879690292,5.814276354973198,2023-06-01,Bronx,Manhattan,10474,10272
64,2979.55,46.55546875,24.640625,10.16078125,2022-11-01,Staten Island,Brooklyn,10308,11205
72982,3171954.5200000005,43.46214847496643,26.295771560110712,6.3552029267490635,2023-06-01,Manhattan,Brooklyn,10002,11209
7042,261448.19999999992,37.12698097131496,24.83499005964215,5.964079806873046,2023-02-01,Brooklyn,Manhattan,11235,10265
50162,3548925.169999999,70.74927574658106,33.48161955264941,13.602048562656991,2023-06-01,Queens,Brooklyn,11428,11239
89,7497.34,84.23977528089888,30.50561797752809,15.679325842696628,2023-01-01,Staten Island,Manhattan,10304,10111
53,4195.490000000001,79.1601886792453,37.24528301886792,13.261132075471702,2023-05-01,Staten Island,Queens,10302,11364
20,718.3399999999999,35.916999999999994,9.1,3.8024999999999993,2022-01-01,Staten Island,Staten Island,10310,10305
1221,40147.799999999996,32.88108108108107,26.434889434889435,5.328263718263717,2022-01-01,Bronx,Manhattan,10452,10002
1582,50992.899999999994,32.233185840707954,27.520859671302148,5.354740834386849,2022-06-01,Bronx,Manhattan,10458,10014
2562,122061.27999999998,47.64296643247462,29.608508977361435,9.89287665886026,2023-08-01,Brooklyn,Queens,11256,11356
36,2775.5399999999995,77.09833333333331,36.638888888888886,13.567222222222226,2023-03-01,Staten Island,Queens,10306,11101
72142,2144905.379999985,29.731714951068525,16.171800060990822,6.324277813201744,2022-07-01,Queens,Queens,11439,11369
81697,2710057.579999989,33.17205748069071,26.112427628921505,6.508992986278566,2022-06-01,Manhattan,Brooklyn,10030,11209
2317,112072.90000000002,48.369831678895125,29.625809236081135,9.745356063875697,2023-03-01,Brooklyn,Queens,11233,11434
338,42908.05,126.94689349112424,35.955621301775146,26.145502958579875,2023-12-01,Queens,Staten Island,11429,10302
14,1208.72,86.33714285714287,40.0,23.5,2023-02-01,Staten Island,Bronx,10305,10460
47725,1521127.8499999987,31.872767941330515,24.49353588266108,6.45308182294395,2022-01-01,Manhattan,Brooklyn,10023,11249
44019,2198858.459999992,49.9524855176172,32.92828096958132,13.730734909925262,2022-06-01,Queens,Brooklyn,11354,11229
1406,45979.91999999999,32.70264580369843,26.67852062588905,5.657275960170696,2022-07-01,Bronx,Manhattan,10465,10269
83,4892.520000000001,58.94602409638557,35.32530120481928,12.756144578313252,2022-07-01,Brooklyn,Staten Island,11236,10311
72974,2208539.449999985,30.264744292487528,16.18788883712007,6.078535368761476,2022-05-01,Queens,Queens,11359,11424
138255,6991200.939999996,50.567436548406896,28.503764782467176,11.32902470073415,2022-05-01,Manhattan,Queens,10011,11354
71405,2321847.0799999926,32.51658959456611,25.295875638960855,6.4527147958826445,2022-07-01,Manhattan,Brooklyn,10020,11241
158606,9623358.12000002,60.674615840510576,33.218188467018905,14.64097064423792,2022-07-01,Queens,Manhattan,11426,10023
8300,323396.55999999994,38.963440963855405,25.373373493975905,5.899092771084336,2023-03-01,Brooklyn,Manhattan,11217,10026
10578,496294.5600000004,46.91761769710724,26.133579126488936,8.439328795613537,2023-04-01,Manhattan,Bronx,10271,10470
342,33886.86999999997,99.08441520467828,34.98245614035088,17.62611111111111,2023-04-01,Manhattan,Staten Island,10034,10302
66,2326.37,35.248030303030305,3.6818181818181817,0.601060606060606,2023-08-01,Staten Island,Staten Island,10301,10304
8,629.08,78.635,45.625,21.9575,2023-10-01,Staten Island,Queens,10312,11379
348,21535.27999999999,61.8829885057471,30.79310344827586,11.17876436781609,2022-05-01,Brooklyn,Bronx,11239,10459
6633,527176.1800000002,79.47778983868538,30.91813658977838,15.629380370872914,2023-04-01,Queens,Bronx,11001,10475
7,533.95,76.27857142857144,37.85714285714285,12.38,2023-11-01,Staten Island,Queens,10308,11435
9349,435765.48999999993,46.610919884479614,26.514172638784892,8.40854636859557,2023-07-01,Manhattan,Bronx,10170,10457
353,35089.020000000026,99.40232294617572,34.5042492917847,17.591359773371106,2023-07-01,Manhattan,Staten Island,10270,10310
3,240.79,80.26333333333332,41.66666666666666,5.616666666666667,2023-10-01,Staten Island,Manhattan,10307,10271
12700,441608.0000000004,34.77228346456696,25.274488188976378,8.358292913385824,2022-04-01,Manhattan,Bronx,10199,10466
7669,612840.6200000001,79.91141217890208,31.394053983570217,15.863613248141869,2023-07-01,Queens,Bronx,11428,10472
3020,148141.87999999998,49.053602649006606,29.278807947019867,10.254162251655634,2023-06-01,Brooklyn,Queens,11234,11001
14,1058.9399999999998,75.63857142857141,41.142857142857146,17.93,2023-09-01,Staten Island,Queens,10303,11366
14,1124.81,80.34357142857142,36.35714285714285,23.85,2022-09-01,Staten Island,Bronx,10312,10459
2,270.2,135.1,42.0,18.63,2023-11-01,Staten Island,Manhattan,10309,10282
63396,1794790.0799999903,28.310777967064016,15.35634740362168,5.966086346141713,2022-03-01,Queens,Queens,11355,11102
112578,5337518.6899999855,47.41173843912652,27.40849011352129,10.559250386398768,2022-03-01,Manhattan,Queens,10275,11414
10326,349536.44,33.85012976951385,25.21576602750339,8.12696010071664,2022-02-01,Manhattan,Bronx,10007,10456
446,24464.409999999985,54.8529372197309,30.753363228699552,9.424708520179374,2023-04-01,Bronx,Queens,10468,11418
427,41950.600000000006,98.2449648711944,34.79391100702576,17.33882903981265,2023-05-01,Manhattan,Staten Island,10273,10312
39,3129.580000000001,80.24564102564105,25.07692307692308,15.489230769230772,2023-06-01,Staten Island,Manhattan,10309,10165
8434,677106.52,80.28296419255395,31.72468579558928,15.797595447000232,2023-08-01,Queens,Bronx,11413,10468
7018,133809.50999999995,19.06661584497007,15.114990025648332,2.4010986035907664,2022-01-01,Brooklyn,Brooklyn,11217,11224
7348,578354.3699999999,78.7090868263473,31.281437125748504,15.33465704953728,2023-05-01,Queens,Bronx,11420,10460
9818,390204.8299999999,39.74382053371357,25.5265838256264,6.124511102057447,2023-06-01,Brooklyn,Manhattan,11205,10021
422,50011.860000000015,118.51151658767776,34.03080568720379,25.17836492890995,2023-05-01,Queens,Staten Island,11360,10312
3038304,48086952.49999136,15.82690622794538,11.34283731976787,2.0037880738727925,2022-03-01,Manhattan,Manhattan,10010,10037
10722,210520.96,19.63448610333893,14.569016974445066,2.6809746315985827,2022-07-01,Brooklyn,Brooklyn,11220,11220
11419,404345.3400000005,35.409873018653165,25.90734740345039,8.454978544531043,2022-10-01,Manhattan,Bronx,10029,10455
389,30755.579999999994,79.06318766066835,35.91002570694087,16.069434447300768,2022-08-01,Manhattan,Staten Island,10278,10314
8604,201098.51000000007,23.372676662017675,14.859019060901906,2.505256857275686,2023-02-01,Brooklyn,Brooklyn,11241,11244
81,4753.380000000002,58.68370370370373,29.271604938271604,13.137654320987652,2023-04-01,Brooklyn,Staten Island,11209,10308
84,6679.4600000000055,79.51738095238102,34.04761904761905,10.308809523809522,2022-06-01,Staten Island,Manhattan,10306,10111
1762,65914.31,37.40880249716231,29.49205448354143,6.027173666288308,2023-04-01,Bronx,Manhattan,10452,10273
400,47017.73,117.544325,37.23,25.572524999999995,2023-03-01,Queens,Staten Island,11004,10304
375,19034.23,50.75794666666666,30.325333333333333,8.992533333333329,2022-04-01,Bronx,Queens,10474,11362
7450,436390.1199999998,58.57585503355703,31.60322147651007,15.949134228187916,2022-08-01,Queens,Bronx,11451,10462
11556,402403.5600000004,34.8220456905504,25.96754932502596,8.393623226029765,2022-08-01,Manhattan,Bronx,10273,10452
6013,353495.4699999998,58.78853650424078,30.626309662398135,15.851491767836356,2022-10-01,Queens,Bronx,11427,10454
70242,3034454.5999999987,43.20000284729932,25.79352808860796,6.378108254320774,2023-04-01,Manhattan,Brooklyn,10010,11240
33,2728.66,82.68666666666665,36.93939393939394,11.039999999999996,2022-01-01,Staten Island,Manhattan,10305,10035
64869,1910482.4299999888,29.451393269512234,15.479797746227012,6.085487675160707,2022-04-01,Queens,Queens,11423,11361
12669,241074.0899999999,19.028659720577785,14.450469650327571,2.6053587497040014,2022-05-01,Brooklyn,Brooklyn,11217,11212
2560,59865.67999999999,23.38503125,16.078125,2.2770703125,2022-12-01,Bronx,Bronx,10475,10463
47854,3354029.440000001,70.08880010030511,32.730513645672254,13.637629874200696,2023-04-01,Queens,Brooklyn,11381,11210
1657,62498.79999999998,37.71804465902232,28.773083886541944,6.128593844296922,2023-07-01,Bronx,Manhattan,10461,10275
3206,77617.05000000003,24.209934497816604,17.698378041172802,2.311983780411728,2023-10-01,Bronx,Bronx,10452,10465
47878,1289857.5699999991,26.94050649567649,15.132002172187644,5.925107147332807,2022-02-01,Queens,Queens,11103,11420
2771280,51013080.34999481,18.40776837778745,12.908916818221185,1.9865483675413529,2022-12-01,Manhattan,Manhattan,10013,10281
3055,135181.99,44.24942389525368,29.186252045826517,9.993679214402617,2022-09-01,Brooklyn,Queens,11201,11372
81,6344.900000000003,78.33209876543212,28.716049382716047,14.019012345679007,2022-09-01,Staten Island,Manhattan,10306,10013
168166,13613370.1400001,80.95197685620221,32.907948098902274,14.328021776102188,2023-07-01,Queens,Manhattan,11369,10260
59468,2553553.58,42.93996065110648,26.013503060469496,6.3063514831506025,2023-07-01,Manhattan,Brooklyn,10257,11229
6574,533105.2499999998,81.09297992090046,31.395041070885306,15.774642531183456,2023-10-01,Queens,Bronx,11351,10459
443,54594.90000000003,123.23905191873595,35.24153498871332,26.629051918735883,2023-10-01,Queens,Staten Island,11356,10309
269,28937.50999999999,107.57438661710034,37.82156133828996,19.47810408921933,2023-10-01,Manhattan,Staten Island,10169,10301
316,34781.46,110.06791139240508,36.09177215189873,19.20588607594936,2023-11-01,Manhattan,Staten Island,10285,10306
111270,6552505.689999982,58.88834088253781,31.2423833917498,14.021361822593688,2022-02-01,Queens,Manhattan,11405,10016
8259,371971.79,45.038356943939945,26.12713403559753,8.404547766073375,2024-01-01,Manhattan,Bronx,10028,10452
1293,43360.36999999998,33.53470224284608,28.991492652745556,5.845058004640372,2022-02-01,Bronx,Manhattan,10452,10018
395,19122.10000000001,48.41037974683546,28.8,8.645215189873422,2022-08-01,Bronx,Queens,10453,11381
359,17237.110000000004,48.01423398328692,29.557103064066848,8.86133704735376,2022-10-01,Bronx,Queens,10461,11425
1936,75615.02000000003,39.05734504132232,30.193181818181817,6.091782024793387,2023-05-01,Bronx,Manhattan,10459,10172
47863,3356038.7500000014,70.1176012786495,33.40012117919896,13.762671165618537,2023-07-01,Queens,Brooklyn,11358,11222
335,40643.01,121.32241791044774,33.41492537313433,26.083492537313436,2023-11-01,Queens,Staten Island,11429,10306
65530,2120353.6799999927,32.35699191210122,25.665924004272853,6.32837540057989,2022-02-01,Manhattan,Brooklyn,10032,11231
10762,351125.4,32.62640773090504,25.581304590224864,5.63334231555473,2022-09-01,Brooklyn,Manhattan,11241,10055
83,4175.12,50.30265060240964,26.26506024096385,11.174578313253011,2022-11-01,Brooklyn,Staten Island,11216,10312
2658,65081.20999999999,24.485030097817905,17.889766741911213,2.3611060948081266,2023-09-01,Bronx,Bronx,10451,10470
511,60525.63999999999,118.44547945205476,35.2054794520548,25.105303326810176,2023-06-01,Queens,Staten Island,11367,10314
77,6093.100000000003,79.13116883116886,34.415584415584405,13.640129870129872,2023-06-01,Staten Island,Queens,10313,11101
545,33828.060000000005,62.06983486238533,33.13394495412844,9.797247706422018,2022-03-01,Bronx,Brooklyn,10462,11206
1450,47952.5,33.070689655172416,27.806896551724137,5.615137931034484,2022-10-01,Bronx,Manhattan,10473,10280
1533,49735.790000000015,32.44343770384868,26.46249184605349,5.655035877364646,2022-08-01,Bronx,Manhattan,10464,10030
51001,3569204.4999999995,69.98302974451481,33.07529264132076,13.421962510539013,2023-05-01,Queens,Brooklyn,11102,11238
6412,514748.87000000005,80.27898783530881,31.080630068621332,15.708440424204625,2023-09-01,Queens,Bronx,11369,10473
369,33724.03,91.39303523035228,33.799457994579946,26.314227642276407,2022-06-01,Queens,Staten Island,11439,10305
258,20700.86999999999,80.23593023255809,36.72868217054263,16.309147286821712,2022-01-01,Manhattan,Staten Island,10212,10307
2690,67546.0,25.11003717472119,18.054646840148695,2.3343791821561335,2023-05-01,Bronx,Bronx,10462,10452
5427,309947.0999999998,57.11205085682694,29.14685830108716,15.6768564584485,2022-01-01,Queens,Bronx,11359,10453
247,21850.75,88.46457489878544,34.550607287449395,25.23967611336032,2022-01-01,Queens,Staten Island,11370,10314
69783,2286912.8699999927,32.77177636387076,25.91659859851253,6.474734677500251,2022-08-01,Manhattan,Brooklyn,10001,11206
46914,2292383.829999992,48.86353391311744,33.256639809012235,13.726428784584565,2022-08-01,Queens,Brooklyn,11412,11239
2954,70890.58,23.998165199729183,18.133716993906567,2.492136086662152,2023-03-01,Bronx,Bronx,10469,10455
3162,77251.95000000001,24.431356736242893,17.103099304237823,2.445733712839976,2023-08-01,Bronx,Bronx,10451,10456
24,2071.2999999999997,86.30416666666662,35.75,12.55,2022-03-01,Staten Island,Bronx,10305,10469
13,1075.05,82.69615384615386,21.923076923076923,14.223076923076924,2023-03-01,Bronx,Staten Island,10473,10312
2276263,47867057.06000016,21.02879019691493,11.701580617002517,1.943632348283128,2023-08-01,Manhattan,Manhattan,10173,10261
66278,2595357.31,39.15865460635505,15.098147198165304,5.939441141857027,2024-01-01,Queens,Queens,11427,11413
504,30598.18999999999,60.71069444444442,31.23809523809524,10.16077380952381,2022-03-01,Brooklyn,Bronx,11207,10457
8922,409976.3399999999,45.951170141223926,25.492938802958975,8.471894194126877,2023-02-01,Manhattan,Bronx,10110,10473
4988,389002.58,77.98768644747393,30.167802726543705,15.609669206094626,2023-02-01,Queens,Bronx,11421,10474
124333,6990368.699999996,56.222955289424334,28.278276885460816,11.334275614679935,2022-12-01,Manhattan,Queens,10277,11427
49060,3484313.9799999977,71.02148348960452,33.32142274765593,13.51299388503873,2023-10-01,Queens,Brooklyn,11413,11209
378,20346.88999999999,53.82775132275129,30.761904761904763,9.80740740740741,2023-07-01,Bronx,Queens,10455,11412
387,19183.39,49.569483204134364,31.586563307493545,9.025788113695084,2022-02-01,Bronx,Queens,10473,11421
82,6289.060000000003,76.69585365853662,30.304878048780488,12.150731707317076,2022-07-01,Staten Island,Manhattan,10312,10016
44858,3151584.889999999,70.25691939007532,31.959405234294888,13.28842458424362,2023-11-01,Queens,Brooklyn,11004,11213
329,21209.059999999983,64.46522796352579,32.66565349544073,12.528358662613982,2022-12-01,Brooklyn,Bronx,11213,10468
407,25488.96,62.62643734643734,30.42751842751843,12.397788697788704,2023-09-01,Bronx,Brooklyn,10457,11238
2525,63581.960000000014,25.18097425742575,16.973465346534653,2.4806653465346526,2023-06-01,Bronx,Bronx,10452,10462
43416,3068395.399999999,70.67429979730973,33.20561544131196,13.569531048461394,2023-09-01,Queens,Brooklyn,11424,11206
50,3850.41,77.0082,28.54,18.49,2023-06-01,Bronx,Staten Island,10469,10312
453,29023.329999999994,64.06916114790286,31.81236203090508,13.094150110375272,2023-08-01,Bronx,Brooklyn,10470,11213
88495,6126033.46,69.22462805808237,29.557556924120007,11.472598677891405,2023-09-01,Manhattan,Queens,10011,11428
450,28647.779999999995,63.66173333333333,32.94222222222222,13.118422222222224,2023-05-01,Bronx,Brooklyn,10458,11235
2315174,51382144.21000015,22.193642555592,13.27097660910152,1.8644929322806827,2023-09-01,Manhattan,Manhattan,10027,10260
3100,137425.89000000007,44.33093225806454,28.732903225806453,10.390241935483868,2022-10-01,Brooklyn,Queens,11232,11352
404,25334.23,62.7084900990099,33.257425742574256,12.874628712871283,2023-03-01,Bronx,Brooklyn,10468,11226
1399,50802.76,36.31362401715512,29.50822015725518,6.052866333095065,2023-02-01,Bronx,Manhattan,10457,10025
9992,400476.8500000001,40.07974879903925,25.54093274619696,5.986061849479582,2023-05-01,Brooklyn,Manhattan,11217,10055
8312,336296.7200000001,40.459181905678555,26.084215591915303,6.160818094321468,2023-08-01,Brooklyn,Manhattan,11241,10055
76,4810.4900000000025,63.295921052631606,34.73684210526316,14.247236842105265,2023-02-01,Brooklyn,Staten Island,11219,10313
10994,203107.22999999992,18.474370565763135,14.754775331999271,2.488709295979625,2022-03-01,Brooklyn,Brooklyn,11223,11243
11720,380761.66000000015,32.4881962457338,25.18122866894198,5.799462457337885,2022-10-01,Brooklyn,Manhattan,11216,10007
63197,2712854.01,42.926942892858825,25.953051568903582,6.38732329066253,2023-02-01,Manhattan,Brooklyn,10022,11224
140507,11150564.000000088,79.35949098621485,31.80873550783947,14.071880618047492,2023-02-01,Queens,Manhattan,11431,10001
88605,5899794.77,66.58534811805202,28.9798318379324,11.254497827436373,2023-08-01,Manhattan,Queens,10165,11368
36,3020.460000000001,83.9016666666667,28.08333333333333,25.491666666666664,2023-05-01,Staten Island,Bronx,10301,10453
590,29839.459999999995,50.57535593220338,31.08813559322034,11.014338983050845,2024-01-01,Bronx,Queens,10468,11372
9507,306745.84999999986,32.265262438203415,24.96307983591038,5.7421373724623965,2022-08-01,Brooklyn,Manhattan,11256,10039
47,3837.85,81.6563829787234,34.787234042553195,17.106382978723403,2023-04-01,Staten Island,Queens,10305,11373
102,3133.6700000000005,30.72225490196079,5.676470588235294,0.8484313725490196,2023-03-01,Staten Island,Staten Island,10302,10314
12,1025.7800000000002,85.48166666666668,42.25,25.675,2023-08-01,Staten Island,Bronx,10301,10454
9,720.4,80.04444444444444,40.77777777777778,26.0,2023-03-01,Staten Island,Bronx,10308,10454
460,41712.34999999999,90.67902173913042,37.78478260869565,26.567478260869574,2022-07-01,Queens,Staten Island,11415,10305
341,27104.470000000005,79.48524926686217,36.131964809384165,15.600058651026387,2022-07-01,Manhattan,Staten Island,10273,10308
8875,315289.86000000004,35.52561802816902,25.4272676056338,5.864046197183099,2022-12-01,Brooklyn,Manhattan,11228,10169
425,27266.589999999997,64.15668235294116,31.43058823529412,12.617647058823527,2023-08-01,Brooklyn,Bronx,11207,10463
53,4615.05,87.07641509433961,35.22641509433962,15.18867924528302,2023-04-01,Staten Island,Manhattan,10309,10153
2807065,58842009.120000154,20.962111358304902,11.70290071658476,1.9239770685751856,2023-03-01,Manhattan,Manhattan,10162,10154
390,25232.859999999982,64.69964102564099,33.225641025641025,12.98984615384616,2023-03-01,Brooklyn,Bronx,11235,10474
10447,424209.92,40.605907916148176,26.125107686417152,5.500005743275586,2023-10-01,Brooklyn,Manhattan,11237,10031
446,27219.319999999985,61.029865470851966,34.09417040358744,12.439215246636776,2023-10-01,Bronx,Brooklyn,10455,11233
21,1755.4999999999998,83.59523809523807,32.61904761904762,7.601428571428571,2022-04-01,Staten Island,Queens,10302,11366
18,1572.1,87.3388888888889,26.666666666666668,18.02888888888889,2022-09-01,Bronx,Staten Island,10452,10310
51,3990.350000000001,78.24215686274512,38.41176470588236,12.169215686274512,2023-07-01,Staten Island,Queens,10303,11103
52,4100.650000000001,78.85865384615386,39.25,11.857115384615389,2023-01-01,Staten Island,Queens,10311,11104
